time,heal_vx,heal_vy,heal_vz,heal_wx,heal_wy,heal_wz,fr3_vx,fr3_vy,fr3_vz,fr3_wx,fr3_wy,fr3_wz
1750016682.113406,-0.077177,0.119346,-0.178881,0.010925,0.000881,0.080607,0.142102,-0.012808,-0.269777,0.000305,0.000058,-0.002412
1750016682.116339,-0.077177,0.119346,-0.178881,0.010925,0.000881,0.080607,0.142102,-0.012808,-0.269777,0.000305,0.000058,-0.002412
1750016682.123358,-0.077177,0.119346,-0.178881,0.010925,0.000881,0.080607,0.142102,-0.012808,-0.269777,0.000305,0.000058,-0.002412
1750016682.126307,-0.077177,0.119346,-0.178881,0.010925,0.000881,0.080607,0.142102,-0.012808,-0.269777,0.000305,0.000058,-0.002412
1750016682.133403,-0.077177,0.119346,-0.178881,0.010925,0.000881,0.080607,0.142102,-0.012808,-0.269777,0.000305,0.000058,-0.002412
1750016682.136308,-0.077177,0.119346,-0.178881,0.010925,0.000881,0.080607,0.142102,-0.012808,-0.269777,0.000305,0.000058,-0.002412
1750016682.143377,-0.077213,0.119378,-0.178936,0.010891,0.000883,0.080645,0.142059,-0.012804,-0.269696,0.000305,0.000058,-0.002411
1750016682.146316,-0.077213,0.119378,-0.178936,0.010891,0.000883,0.080645,0.142059,-0.012804,-0.269696,0.000305,0.000058,-0.002411
1750016682.153389,-0.077215,0.119382,-0.178942,0.010891,0.000883,0.080647,0.142056,-0.012808,-0.269680,0.000309,0.000043,-0.002407
1750016682.156336,-0.077215,0.119382,-0.178942,0.010891,0.000883,0.080647,0.142056,-0.012808,-0.269680,0.000309,0.000043,-0.002407
1750016682.163379,-0.077215,0.119382,-0.178942,0.010891,0.000883,0.080647,0.142056,-0.012808,-0.269680,0.000309,0.000043,-0.002407
1750016682.166303,-0.077215,0.119382,-0.178942,0.010891,0.000883,0.080647,0.142056,-0.012808,-0.269680,0.000309,0.000043,-0.002407
1750016682.173447,-0.077215,0.119382,-0.178942,0.010891,0.000883,0.080647,0.142056,-0.012808,-0.269680,0.000309,0.000043,-0.002407
1750016682.176316,-0.077218,0.119406,-0.178980,0.010869,0.000859,0.080654,0.142033,-0.012806,-0.269637,0.000309,0.000043,-0.002407
1750016682.183373,-0.077218,0.119406,-0.178980,0.010869,0.000859,0.080654,0.142033,-0.012806,-0.269637,0.000309,0.000043,-0.002407
1750016682.186321,-0.077218,0.119406,-0.178980,0.010869,0.000859,0.080654,0.142033,-0.012806,-0.269637,0.000309,0.000043,-0.002407
1750016682.193369,-0.077218,0.119406,-0.178980,0.010869,0.000859,0.080654,0.142033,-0.012806,-0.269637,0.000309,0.000043,-0.002407
1750016682.196309,-0.077219,0.119406,-0.178981,0.010869,0.000859,0.080654,0.142031,-0.012807,-0.269639,0.000304,0.000047,-0.002406
1750016682.203379,-0.077219,0.119406,-0.178981,0.010869,0.000859,0.080654,0.142031,-0.012807,-0.269639,0.000304,0.000047,-0.002406
1750016682.206469,-0.077219,0.119406,-0.178981,0.010869,0.000859,0.080654,0.142031,-0.012807,-0.269639,0.000304,0.000047,-0.002406
1750016682.213416,-0.077165,0.119386,-0.178954,0.010842,0.000882,0.080611,0.142092,-0.012813,-0.269754,0.000304,0.000047,-0.002407
1750016682.216374,-0.077165,0.119386,-0.178954,0.010842,0.000882,0.080611,0.142092,-0.012813,-0.269754,0.000304,0.000047,-0.002407
1750016682.223390,-0.077165,0.119386,-0.178954,0.010842,0.000882,0.080611,0.142092,-0.012813,-0.269754,0.000304,0.000047,-0.002407
1750016682.226322,-0.077165,0.119386,-0.178954,0.010842,0.000882,0.080611,0.142092,-0.012813,-0.269754,0.000304,0.000047,-0.002407
1750016682.233421,-0.077165,0.119386,-0.178954,0.010842,0.000882,0.080611,0.142092,-0.012813,-0.269754,0.000304,0.000047,-0.002407
1750016682.236324,-0.077165,0.119386,-0.178954,0.010842,0.000882,0.080611,0.142092,-0.012813,-0.269754,0.000304,0.000047,-0.002407
1750016682.243629,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.246530,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.253626,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.256574,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.263549,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.266429,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.273687,-0.077183,0.119367,-0.178892,0.010914,0.000884,0.080635,0.142093,-0.012813,-0.269751,0.000299,0.000052,-0.002400
1750016682.276366,-0.077235,0.119412,-0.178986,0.010880,0.000928,0.080680,0.142027,-0.012807,-0.269627,0.000299,0.000052,-0.002399
1750016682.283438,-0.077235,0.119412,-0.178986,0.010880,0.000928,0.080680,0.142027,-0.012807,-0.269627,0.000299,0.000052,-0.002399
1750016682.286343,-0.081090,0.125372,-0.187919,0.011363,0.000968,0.084262,0.135697,-0.012482,-0.255191,0.000190,-0.002080,-0.002268
1750016682.293417,-0.081090,0.125372,-0.187919,0.011363,0.000968,0.084262,0.135697,-0.012482,-0.255191,0.000190,-0.002080,-0.002268
1750016682.296334,-0.081090,0.125372,-0.187919,0.011363,0.000968,0.084262,0.135697,-0.012482,-0.255191,0.000190,-0.002080,-0.002268
1750016682.303405,-0.081090,0.125372,-0.187919,0.011363,0.000968,0.084262,0.135697,-0.012482,-0.255191,0.000190,-0.002080,-0.002268
1750016682.306490,-0.081090,0.125372,-0.187919,0.011363,0.000968,0.084262,0.135697,-0.012482,-0.255191,0.000190,-0.002080,-0.002268
1750016682.313493,-0.081048,0.125357,-0.187901,0.011363,0.000951,0.084192,0.135718,-0.012484,-0.255231,0.000190,-0.002080,-0.002268
1750016682.316381,-0.081048,0.125357,-0.187901,0.011363,0.000951,0.084192,0.135718,-0.012484,-0.255231,0.000190,-0.002080,-0.002268
1750016682.323360,-0.081048,0.125357,-0.187901,0.011363,0.000951,0.084192,0.135718,-0.012484,-0.255231,0.000190,-0.002080,-0.002268
1750016682.326319,-0.081048,0.125357,-0.187901,0.011363,0.000951,0.084192,0.135718,-0.012484,-0.255231,0.000190,-0.002080,-0.002268
1750016682.333412,-0.082626,0.127797,-0.191559,0.011561,0.000967,0.085657,0.132596,-0.012421,-0.249201,0.000110,-0.002543,-0.002155
1750016682.336341,-0.082626,0.127797,-0.191559,0.011561,0.000967,0.085657,0.132596,-0.012421,-0.249201,0.000110,-0.002543,-0.002155
1750016682.343430,-0.080796,0.124738,-0.188221,0.010965,0.000844,0.083046,0.135250,-0.012661,-0.254236,0.000115,-0.002542,-0.002196
1750016682.346357,-0.080796,0.124738,-0.188221,0.010965,0.000844,0.083046,0.135250,-0.012661,-0.254236,0.000115,-0.002542,-0.002196
1750016682.353412,-0.082167,0.126859,-0.191402,0.011137,0.000858,0.084320,0.132449,-0.012481,-0.249049,-0.000010,-0.001929,-0.002012
1750016682.356323,-0.082167,0.126859,-0.191402,0.011137,0.000858,0.084320,0.132449,-0.012481,-0.249049,-0.000010,-0.001929,-0.002012
1750016682.363382,-0.082167,0.126859,-0.191402,0.011137,0.000858,0.084320,0.132449,-0.012481,-0.249049,-0.000010,-0.001929,-0.002012
1750016682.366323,-0.082167,0.126859,-0.191402,0.011137,0.000858,0.084320,0.132449,-0.012481,-0.249049,-0.000010,-0.001929,-0.002012
1750016682.373553,-0.079414,0.122831,-0.186593,0.011892,0.000470,0.080619,0.136210,-0.012822,-0.256183,-0.000003,-0.001928,-0.002070
1750016682.376325,-0.079414,0.122831,-0.186593,0.011892,0.000470,0.080619,0.136210,-0.012822,-0.256183,-0.000003,-0.001928,-0.002070
1750016682.383350,-0.079414,0.122831,-0.186593,0.011892,0.000470,0.080619,0.136210,-0.012822,-0.256183,-0.000003,-0.001928,-0.002070
1750016682.386323,-0.079414,0.122831,-0.186593,0.011892,0.000470,0.080619,0.136210,-0.012822,-0.256183,-0.000003,-0.001928,-0.002070
1750016682.393378,-0.081018,0.125313,-0.190318,0.012093,0.000487,0.082110,0.132971,-0.012603,-0.250183,-0.000074,-0.001711,-0.001875
1750016682.396312,-0.081018,0.125313,-0.190318,0.012093,0.000487,0.082110,0.132971,-0.012603,-0.250183,-0.000074,-0.001711,-0.001875
1750016682.403399,-0.081018,0.125313,-0.190318,0.012093,0.000487,0.082110,0.132971,-0.012603,-0.250183,-0.000074,-0.001711,-0.001875
1750016682.406496,-0.081018,0.125313,-0.190318,0.012093,0.000487,0.082110,0.132971,-0.012603,-0.250183,-0.000074,-0.001711,-0.001875
1750016682.413380,-0.078560,0.121860,-0.186618,0.011578,0.000374,0.078715,0.136077,-0.012884,-0.256076,-0.000068,-0.001709,-0.001922
1750016682.416360,-0.078560,0.121860,-0.186618,0.011578,0.000374,0.078715,0.136077,-0.012884,-0.256076,-0.000068,-0.001709,-0.001922
1750016682.423360,-0.078560,0.121860,-0.186618,0.011578,0.000374,0.078715,0.136077,-0.012884,-0.256076,-0.000068,-0.001709,-0.001922
1750016682.426333,-0.078560,0.121860,-0.186618,0.011578,0.000374,0.078715,0.136077,-0.012884,-0.256076,-0.000068,-0.001709,-0.001922
1750016682.433348,-0.080201,0.124399,-0.190432,0.011784,0.000391,0.080242,0.132759,-0.012666,-0.249953,-0.000093,-0.001470,-0.001812
1750016682.436316,-0.080201,0.124399,-0.190432,0.011784,0.000391,0.080242,0.132759,-0.012666,-0.249953,-0.000093,-0.001470,-0.001812
1750016682.443506,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.446387,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.453377,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.456335,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.463372,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.466305,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.473587,-0.077101,0.119906,-0.185161,0.012024,0.000292,0.076118,0.136988,-0.013049,-0.257974,-0.000085,-0.001469,-0.001877
1750016682.476376,-0.073011,0.113719,-0.177147,0.011610,0.000355,0.071246,0.143364,-0.013627,-0.270071,-0.000072,-0.001467,-0.001975
1750016682.483353,-0.076596,0.119267,-0.185497,0.012061,0.000394,0.074591,0.136621,-0.013003,-0.257200,-0.000095,-0.001439,-0.001798
1750016682.486305,-0.076596,0.119267,-0.185497,0.012061,0.000394,0.074591,0.136621,-0.013003,-0.257200,-0.000095,-0.001439,-0.001798
1750016682.493530,-0.076596,0.119267,-0.185497,0.012061,0.000394,0.074591,0.136621,-0.013003,-0.257200,-0.000095,-0.001439,-0.001798
1750016682.496341,-0.076596,0.119267,-0.185497,0.012061,0.000394,0.074591,0.136621,-0.013003,-0.257200,-0.000095,-0.001439,-0.001798
1750016682.503391,-0.076596,0.119267,-0.185497,0.012061,0.000394,0.074591,0.136621,-0.013003,-0.257200,-0.000095,-0.001439,-0.001798
1750016682.506341,-0.076596,0.119267,-0.185497,0.012061,0.000394,0.074591,0.136621,-0.013003,-0.257200,-0.000095,-0.001439,-0.001798
1750016682.513425,-0.076098,0.118578,-0.184677,0.011946,0.000320,0.074024,0.137297,-0.013064,-0.258483,-0.000093,-0.001439,-0.001808
1750016682.516354,-0.076098,0.118578,-0.184677,0.011946,0.000320,0.074024,0.137297,-0.013064,-0.258483,-0.000093,-0.001439,-0.001808
1750016682.523447,-0.079403,0.123692,-0.192374,0.012362,0.000356,0.077104,0.130614,-0.012488,-0.246183,-0.000077,-0.000867,-0.001581
1750016682.526340,-0.079403,0.123692,-0.192374,0.012362,0.000356,0.077104,0.130614,-0.012488,-0.246183,-0.000077,-0.000867,-0.001581
1750016682.533430,-0.079403,0.123692,-0.192374,0.012362,0.000356,0.077104,0.130614,-0.012488,-0.246183,-0.000077,-0.000867,-0.001581
1750016682.536330,-0.079403,0.123692,-0.192374,0.012362,0.000356,0.077104,0.130614,-0.012488,-0.246183,-0.000077,-0.000867,-0.001581
1750016682.543484,-0.076935,0.120118,-0.188549,0.012073,0.000198,0.073604,0.133775,-0.012774,-0.252179,-0.000071,-0.000866,-0.001630
1750016682.546356,-0.076935,0.120118,-0.188549,0.012073,0.000198,0.073604,0.133775,-0.012774,-0.252179,-0.000071,-0.000866,-0.001630
1750016682.553604,-0.076935,0.120118,-0.188549,0.012073,0.000198,0.073604,0.133775,-0.012774,-0.252179,-0.000071,-0.000866,-0.001630
1750016682.556581,-0.076935,0.120118,-0.188549,0.012073,0.000198,0.073604,0.133775,-0.012774,-0.252179,-0.000071,-0.000866,-0.001630
1750016682.563439,-0.076935,0.120118,-0.188549,0.012073,0.000198,0.073604,0.133775,-0.012774,-0.252179,-0.000071,-0.000866,-0.001630
1750016682.566362,-0.078573,0.122652,-0.192366,0.012280,0.000216,0.075130,0.130597,-0.012448,-0.245913,-0.000082,-0.001085,-0.001496
1750016682.573670,-0.078573,0.122652,-0.192366,0.012280,0.000216,0.075130,0.130597,-0.012448,-0.245913,-0.000082,-0.001085,-0.001496
1750016682.576330,-0.076079,0.118852,-0.188065,0.012247,0.000174,0.071555,0.134029,-0.012759,-0.252424,-0.000075,-0.001083,-0.001549
1750016682.583405,-0.076079,0.118852,-0.188065,0.012247,0.000174,0.071555,0.134029,-0.012759,-0.252424,-0.000075,-0.001083,-0.001549
1750016682.586316,-0.077673,0.121319,-0.191784,0.012448,0.000192,0.073042,0.130817,-0.012448,-0.246418,-0.000104,-0.001053,-0.001433
1750016682.593397,-0.077673,0.121319,-0.191784,0.012448,0.000192,0.073042,0.130817,-0.012448,-0.246418,-0.000104,-0.001053,-0.001433
1750016682.596334,-0.077673,0.121319,-0.191784,0.012448,0.000192,0.073042,0.130817,-0.012448,-0.246418,-0.000104,-0.001053,-0.001433
1750016682.603384,-0.077673,0.121319,-0.191784,0.012448,0.000192,0.073042,0.130817,-0.012448,-0.246418,-0.000104,-0.001053,-0.001433
1750016682.606502,-0.077673,0.121319,-0.191784,0.012448,0.000192,0.073042,0.130817,-0.012448,-0.246418,-0.000104,-0.001053,-0.001433
1750016682.613445,-0.075002,0.117401,-0.187392,0.012057,-0.000069,0.069319,0.134390,-0.012771,-0.253195,-0.000097,-0.001052,-0.001488
1750016682.616325,-0.075002,0.117401,-0.187392,0.012057,-0.000069,0.069319,0.134390,-0.012771,-0.253195,-0.000097,-0.001052,-0.001488
1750016682.623383,-0.075002,0.117401,-0.187392,0.012057,-0.000069,0.069319,0.134390,-0.012771,-0.253195,-0.000097,-0.001052,-0.001488
1750016682.626311,-0.076674,0.119990,-0.191298,0.012268,-0.000050,0.070881,0.130970,-0.012506,-0.246962,-0.000081,-0.000698,-0.001459
1750016682.633353,-0.076674,0.119990,-0.191298,0.012268,-0.000050,0.070881,0.130970,-0.012506,-0.246962,-0.000081,-0.000698,-0.001459
1750016682.636331,-0.076674,0.119990,-0.191298,0.012268,-0.000050,0.070881,0.130970,-0.012506,-0.246962,-0.000081,-0.000698,-0.001459
1750016682.643416,-0.074357,0.116539,-0.187173,0.012312,-0.000182,0.067644,0.134220,-0.012800,-0.253127,-0.000075,-0.000696,-0.001509
1750016682.646333,-0.074357,0.116539,-0.187173,0.012312,-0.000182,0.067644,0.134220,-0.012800,-0.253127,-0.000075,-0.000696,-0.001509
1750016682.653388,-0.074357,0.116539,-0.187173,0.012312,-0.000182,0.067644,0.134220,-0.012800,-0.253127,-0.000075,-0.000696,-0.001509
1750016682.656339,-0.074357,0.116539,-0.187173,0.012312,-0.000182,0.067644,0.134220,-0.012800,-0.253127,-0.000075,-0.000696,-0.001509
1750016682.663395,-0.074357,0.116539,-0.187173,0.012312,-0.000182,0.067644,0.134220,-0.012800,-0.253127,-0.000075,-0.000696,-0.001509
1750016682.666326,-0.074357,0.116539,-0.187173,0.012312,-0.000182,0.067644,0.134220,-0.012800,-0.253127,-0.000075,-0.000696,-0.001509
1750016682.673387,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.676308,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.683415,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.686501,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.693550,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.696360,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.703394,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.706467,-0.075795,0.118769,-0.190728,0.012535,-0.000148,0.068813,0.131181,-0.012491,-0.247350,-0.000067,-0.000693,-0.001398
1750016682.713369,-0.074939,0.117655,-0.190387,0.012420,-0.000103,0.066687,0.131509,-0.012493,-0.247391,-0.000052,-0.001084,-0.001354
1750016682.716316,-0.074939,0.117655,-0.190387,0.012420,-0.000103,0.066687,0.131509,-0.012493,-0.247391,-0.000052,-0.001084,-0.001354
1750016682.723433,-0.074939,0.117655,-0.190387,0.012420,-0.000103,0.066687,0.131509,-0.012493,-0.247391,-0.000052,-0.001084,-0.001354
1750016682.726329,-0.074939,0.117655,-0.190387,0.012420,-0.000103,0.066687,0.131509,-0.012493,-0.247391,-0.000052,-0.001084,-0.001354
1750016682.733387,-0.074939,0.117655,-0.190387,0.012420,-0.000103,0.066687,0.131509,-0.012493,-0.247391,-0.000052,-0.001084,-0.001354
1750016682.736319,-0.074939,0.117655,-0.190387,0.012420,-0.000103,0.066687,0.131509,-0.012493,-0.247391,-0.000052,-0.001084,-0.001354
1750016682.743397,-0.071854,0.113021,-0.184669,0.012248,-0.000214,0.062501,0.136013,-0.012901,-0.255934,-0.000043,-0.001082,-0.001423
1750016682.746305,-0.071854,0.113021,-0.184669,0.012248,-0.000214,0.062501,0.136013,-0.012901,-0.255934,-0.000043,-0.001082,-0.001423
1750016682.753377,-0.071854,0.113021,-0.184669,0.012248,-0.000214,0.062501,0.136013,-0.012901,-0.255934,-0.000043,-0.001082,-0.001423
1750016682.756380,-0.071854,0.113021,-0.184669,0.012248,-0.000214,0.062501,0.136013,-0.012901,-0.255934,-0.000043,-0.001082,-0.001423
1750016682.763357,-0.075440,0.118575,-0.193071,0.012702,-0.000173,0.065857,0.128682,-0.012254,-0.242628,-0.000049,-0.000508,-0.001251
1750016682.766326,-0.075440,0.118575,-0.193071,0.012702,-0.000173,0.065857,0.128682,-0.012254,-0.242628,-0.000049,-0.000508,-0.001251
1750016682.773378,-0.072929,0.114946,-0.188928,0.012371,-0.000394,0.062236,0.131999,-0.012555,-0.248922,-0.000042,-0.000507,-0.001302
1750016682.776314,-0.072929,0.114946,-0.188928,0.012371,-0.000394,0.062236,0.131999,-0.012555,-0.248922,-0.000042,-0.000507,-0.001302
1750016682.783389,-0.072929,0.114946,-0.188928,0.012371,-0.000394,0.062236,0.131999,-0.012555,-0.248922,-0.000042,-0.000507,-0.001302
1750016682.786335,-0.072929,0.114946,-0.188928,0.012371,-0.000394,0.062236,0.131999,-0.012555,-0.248922,-0.000042,-0.000507,-0.001302
1750016682.793369,-0.072929,0.114946,-0.188928,0.012371,-0.000394,0.062236,0.131999,-0.012555,-0.248922,-0.000042,-0.000507,-0.001302
1750016682.796334,-0.072929,0.114946,-0.188928,0.012371,-0.000394,0.062236,0.131999,-0.012555,-0.248922,-0.000042,-0.000507,-0.001302
1750016682.803361,-0.074476,0.117343,-0.192556,0.012566,-0.000376,0.063685,0.128825,-0.012266,-0.243087,-0.000023,-0.000285,-0.001237
1750016682.806449,-0.074476,0.117343,-0.192556,0.012566,-0.000376,0.063685,0.128825,-0.012266,-0.243087,-0.000023,-0.000285,-0.001237
1750016682.813348,-0.072104,0.113687,-0.188166,0.012423,-0.000240,0.060176,0.132234,-0.012575,-0.249555,-0.000017,-0.000284,-0.001290
1750016682.816353,-0.072104,0.113687,-0.188166,0.012423,-0.000240,0.060176,0.132234,-0.012575,-0.249555,-0.000017,-0.000284,-0.001290
1750016682.823396,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.826337,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.833358,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.836334,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.843347,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.846310,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.853365,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.856336,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.863424,-0.073807,0.116325,-0.192161,0.012638,-0.000220,0.061772,0.128939,-0.012271,-0.243063,-0.000015,-0.000489,-0.001214
1750016682.866320,-0.075083,0.118301,-0.195154,0.012799,-0.000206,0.062967,0.126411,-0.012031,-0.238054,-0.000022,-0.000697,-0.001157
1750016682.873402,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.876314,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.883418,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.886321,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.893531,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.896361,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.903369,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.906473,-0.072888,0.115222,-0.191674,0.012556,-0.000391,0.059582,0.129167,-0.012280,-0.243282,-0.000017,-0.000696,-0.001199
1750016682.913485,-0.072102,0.114092,-0.191200,0.012359,-0.000460,0.057532,0.129279,-0.012274,-0.243520,-0.000013,-0.000621,-0.001190
1750016682.916357,-0.072102,0.114092,-0.191200,0.012359,-0.000460,0.057532,0.129279,-0.012274,-0.243520,-0.000013,-0.000621,-0.001190
1750016682.923373,-0.072102,0.114092,-0.191200,0.012359,-0.000460,0.057532,0.129279,-0.012274,-0.243520,-0.000013,-0.000621,-0.001190
1750016682.926308,-0.072102,0.114092,-0.191200,0.012359,-0.000460,0.057532,0.129279,-0.012274,-0.243520,-0.000013,-0.000621,-0.001190
1750016682.933365,-0.072102,0.114092,-0.191200,0.012359,-0.000460,0.057532,0.129279,-0.012274,-0.243520,-0.000013,-0.000621,-0.001190
