time,heal_pos0,heal_pos1,heal_pos2,heal_pos3,heal_pos4,heal_pos5,heal_pos6,heal_vel0,heal_vel1,heal_vel2,heal_vel3,heal_vel4,heal_vel5,heal_vel6,heal_effort0,heal_effort1,heal_effort2,heal_effort3,heal_effort4,heal_effort5,heal_effort6,fr3_pos0,fr3_pos1,fr3_pos2,fr3_pos3,fr3_pos4,fr3_pos5,fr3_pos6,fr3_vel0,fr3_vel1,fr3_vel2,fr3_vel3,fr3_vel4,fr3_vel5,fr3_vel6,fr3_effort0,fr3_effort1,fr3_effort2,fr3_effort3,fr3_effort4,fr3_effort5,fr3_effort6
1750016682.209790,0.000120,-0.000647,0.000335,0.000395,-0.000204,-0.000311,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,-1.312480,-19.754400,14.762900,0.947437,0.559344,1.113240,nan,0.001303,-0.783578,-0.000936,-2.357368,-0.001698,1.573976,0.778047,-0.000401,0.000745,-0.000252,-0.001564,0.001428,-0.000680,-0.000256,0.717212,-4.376195,-0.477494,22.417671,1.375010,2.011647,0.206956
1750016682.244201,0.000108,-0.000623,0.000323,0.000395,-0.000204,-0.000311,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000168,nan,-1.312480,-20.892300,15.212100,0.947437,0.559344,1.111570,nan,0.001307,-0.782802,-0.000951,-2.358671,-0.001687,1.574995,0.778048,0.000152,0.025111,0.001726,-0.073969,0.000171,0.094564,0.001032,0.542652,-0.797704,-0.656022,19.430305,1.236766,2.261586,0.132799
1750016682.277976,0.000096,-0.000635,0.000335,0.000383,-0.000216,-0.000311,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,-1.013030,-20.323300,14.762900,0.983371,0.596716,1.111810,nan,0.001300,-0.781423,-0.001021,-2.361796,-0.001704,1.579493,0.778045,-0.002719,0.057388,-0.005077,-0.086058,-0.001502,0.131206,0.000477,0.590259,-4.991124,-0.529069,22.294685,1.236766,2.412648,0.119981
1750016682.312160,0.000120,-0.000623,0.000335,0.000371,-0.000192,-0.000323,nan,0.004085,0.014266,0.000623,-0.058921,0.070479,-0.001186,nan,-1.742140,-21.602800,14.724800,1.379970,0.091705,1.155290,nan,0.001288,-0.779611,-0.001095,-2.364959,-0.001714,1.584236,0.778052,-0.001551,0.043370,-0.004981,-0.094363,0.001296,0.131930,0.001312,0.391895,-5.221227,-0.731400,23.012764,1.086619,2.459340,0.006456
1750016682.346009,0.001449,0.001964,0.000359,-0.004588,0.005606,-0.000563,nan,0.042031,0.077235,0.001557,-0.123183,0.146648,-0.006660,nan,-1.163920,-20.033000,15.269600,1.489250,0.138027,1.202840,nan,0.001262,-0.778310,-0.001220,-2.367941,-0.001737,1.588827,0.778042,-0.001895,0.041668,-0.006230,-0.076518,-0.001462,0.134177,-0.000739,0.443470,-3.812840,-0.580643,21.997139,0.988658,2.406239,-0.047560
1750016682.379788,0.003270,0.005450,0.000455,-0.009666,0.011715,-0.000850,nan,0.042211,0.078900,0.004324,-0.123854,0.142648,-0.006636,nan,-1.726790,-27.629300,15.900900,1.262970,-0.012826,1.170980,nan,0.001205,-0.776777,-0.001319,-2.370881,-0.001769,1.593407,0.778025,-0.001609,0.042298,-0.002443,-0.090721,0.000375,0.128847,-0.001406,0.391895,-3.864415,-0.782975,22.616035,0.903514,2.484975,-0.066786
1750016682.414131,0.004839,0.008121,0.000671,-0.014350,0.017189,-0.001114,nan,0.043612,0.073558,0.007642,-0.120752,0.143858,-0.006840,nan,-1.393170,-18.271700,15.225000,1.122610,0.027048,1.170140,nan,0.001164,-0.775217,-0.001416,-2.373804,-0.001822,1.598009,0.777982,-0.004071,0.050968,-0.003901,-0.082266,-0.002208,0.139198,-0.001886,0.344288,-4.403966,-0.731400,22.096321,0.831187,2.294545,-0.107069
1750016682.448034,0.006696,0.011535,0.000898,-0.019632,0.023357,-0.001389,nan,0.044235,0.078613,0.005761,-0.122129,0.142983,-0.006456,nan,-1.915170,-24.613400,16.849600,1.189430,0.089290,1.126060,nan,0.001084,-0.773595,-0.001529,-2.376792,-0.001891,1.602634,0.777897,-0.002208,0.045615,-0.003104,-0.084683,0.000392,0.138760,-0.002984,0.268909,-4.094518,-0.782975,22.639839,0.831187,2.379689,-0.120802
1750016682.481948,0.008109,0.014122,0.001126,-0.023944,0.028292,-0.001629,nan,0.041361,0.073773,0.006408,-0.122369,0.142923,-0.006768,nan,-1.318350,-22.416900,16.575700,1.339810,0.167647,1.162240,nan,0.000996,-0.771907,-0.001668,-2.379715,-0.001973,1.607438,0.777836,-0.003649,0.044981,-0.002837,-0.086408,-0.002290,0.132650,-0.003036,0.518848,-4.197667,-0.707597,22.592232,0.831187,2.399831,-0.140944
1750016682.516877,0.008337,0.014505,0.001162,-0.024603,0.029095,-0.001641,nan,0.042738,0.073905,0.006792,-0.122213,0.144720,-0.006312,nan,-1.341440,-20.680300,16.595100,1.260350,0.209291,1.082940,nan,0.000968,-0.770467,-0.001742,-2.382396,-0.002044,1.611653,0.777768,0.000157,0.051706,-0.001561,-0.080827,-0.001575,0.135639,-0.004164,0.241138,-4.070714,-0.858353,22.195503,0.804637,2.333913,-0.107069
1750016682.550286,0.010014,0.017596,0.001437,-0.029718,0.035096,-0.001917,nan,0.042055,0.076157,0.006157,-0.123950,0.145295,-0.006768,nan,-0.190879,-21.269100,16.688200,1.234440,0.121964,1.073120,nan,0.000885,-0.768587,-0.001875,-2.385529,-0.002129,1.616555,0.777676,-0.002731,0.050870,-0.004692,-0.085131,-0.000809,0.136298,-0.002759,0.368091,-4.352391,-0.782975,22.663643,0.779002,2.426381,-0.147353
1750016682.584193,0.011679,0.020854,0.001677,-0.035012,0.041241,-0.002204,nan,0.038594,0.076181,0.006816,-0.128274,0.145690,-0.006684,nan,1.154000,-20.680300,17.185900,1.406930,0.132666,1.057910,nan,0.000817,-0.766814,-0.002007,-2.388369,-0.002203,1.621183,0.777588,-0.002272,0.051675,-0.002548,-0.083025,-0.000775,0.137685,-0.004074,0.391895,-4.657872,-0.782975,22.616035,0.765269,2.366872,-0.094252
1750016682.618020,0.013332,0.023992,0.001952,-0.040235,0.047421,-0.002491,nan,0.040618,0.077666,0.005438,-0.124908,0.146109,-0.006995,nan,1.601790,-19.447500,16.824700,1.270690,0.017581,1.056710,nan,0.000766,-0.765119,-0.002108,-2.391177,-0.002278,1.625864,0.777494,-0.001858,0.051836,-0.003341,-0.081649,-0.002742,0.137797,-0.002014,0.241138,-4.249242,-0.858353,22.219307,0.746043,2.340321,-0.120802
1750016682.651927,0.014721,0.026735,0.002144,-0.044583,0.052524,-0.002743,nan,0.041384,0.078517,0.005426,-0.124956,0.146589,-0.006780,nan,2.458840,-21.529500,17.544400,1.202100,0.002910,1.066050,nan,0.000697,-0.763285,-0.002239,-2.394048,-0.002370,1.630571,0.777407,-0.002412,0.053570,-0.004127,-0.085821,-0.002000,0.134996,-0.003659,0.368091,-4.634068,-0.806779,22.592232,0.758860,2.321095,-0.107069
1750016682.686403,0.014949,0.027190,0.002180,-0.045325,0.053375,-0.002779,nan,0.041169,0.077403,0.005498,-0.124681,0.148421,-0.006492,nan,2.426310,-21.418600,17.358300,1.212220,-0.019590,1.054550,nan,0.000632,-0.761481,-0.002357,-2.396923,-0.002453,1.635054,0.777323,-0.001757,0.051615,-0.003514,-0.085420,-0.003312,0.134229,-0.003492,0.344288,-4.709447,-0.834550,22.862007,0.771678,2.426381,-0.133620
1750016682.720376,0.016542,0.030209,0.002432,-0.050464,0.059292,-0.003078,nan,0.038642,0.075007,0.006504,-0.128418,0.147762,-0.006935,nan,2.700720,-19.447000,17.357500,1.298110,0.107116,1.110730,nan,0.000572,-0.759673,-0.002468,-2.399682,-0.002532,1.639703,0.777234,-0.001770,0.052887,-0.003576,-0.080009,-0.002972,0.138582,-0.003381,0.316517,-4.761022,-0.858353,22.715218,0.746043,2.387013,-0.094252
