time,lambda_meas_0,lambda_meas_1,lambda_meas_2,lambda_meas_3,lambda_meas_4,lambda_meas_5,lambda_star_0,lambda_star_1,lambda_star_2,lambda_star_3,lambda_star_4,lambda_star_5
9.059906005859375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0
0.01021265983581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0
0.020169734954833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0
0.03021383285522461,1.5164401238406044,0.10021314604306253,1.4985478897512359,0.35646537704375075,0.759687459505722,0.38583124181910855,0.0,0.0,-15.0,0.0,0.0,0.0
0.04017829895019531,1.5164401238406044,0.10021314604306253,1.4985478897512359,0.35646537704375075,0.759687459505722,0.38583124181910855,0.0,0.0,-15.0,0.0,0.0,0.0
0.05028223991394043,1.5164401238406044,0.10021314604306253,1.4985478897512359,0.35646537704375075,0.759687459505722,0.38583124181910855,0.0,0.0,-15.0,0.0,0.0,0.0
0.06020760536193848,1.5164401238406044,0.10021314604306253,1.4985478897512359,0.35646537704375075,0.759687459505722,0.38583124181910855,0.0,0.0,-15.0,0.0,0.0,0.0
0.07030177116394043,1.5244317575822937,0.0933849376951315,1.4967092235325072,0.3662525284222435,0.7659106185271777,0.3759770853041395,0.0,0.0,-15.0,0.0,0.0,0.0
0.0802314281463623,1.5244317575822937,0.0933849376951315,1.4967092235325072,0.3662525284222435,0.7659106185271777,0.3759770853041395,0.0,0.0,-15.0,0.0,0.0,0.0
0.09022188186645508,1.5244317575822937,0.0933849376951315,1.4967092235325072,0.3662525284222435,0.7659106185271777,0.3759770853041395,0.0,0.0,-15.0,0.0,0.0,0.0
0.10020208358764648,1.5407616158406952,0.06768832420646138,1.4525092102840444,0.3789783694059857,0.78649946077338,0.3744755021370925,0.0,0.0,-15.0,0.0,0.0,0.0
0.11047887802124023,1.5407616158406952,0.06768832420646138,1.4525092102840444,0.3789783694059857,0.78649946077338,0.3744755021370925,0.0,0.0,-15.0,0.0,0.0,0.0
0.12019181251525879,1.5407616158406952,0.06768832420646138,1.4525092102840444,0.3789783694059857,0.78649946077338,0.3744755021370925,0.0,0.0,-15.0,0.0,0.0,0.0
0.13027429580688477,1.5347886769596704,0.12291939776162407,1.4863927083280561,0.34606564784104926,0.7736565463371354,0.3875397920978297,0.0,0.0,-15.0,0.0,0.0,0.0
0.1402266025543213,1.5347886769596704,0.12291939776162407,1.4863927083280561,0.34606564784104926,0.7736565463371354,0.3875397920978297,0.0,0.0,-15.0,0.0,0.0,0.0
0.15026354789733887,1.5347886769596704,0.12291939776162407,1.4863927083280561,0.34606564784104926,0.7736565463371354,0.3875397920978297,0.0,0.0,-15.0,0.0,0.0,0.0
0.16019058227539062,1.5347886769596704,0.12291939776162407,1.4863927083280561,0.34606564784104926,0.7736565463371354,0.3875397920978297,0.0,0.0,-15.0,0.0,0.0,0.0
0.17014813423156738,1.5637438492983575,0.020203218455381866,1.467982323579406,0.4142466428921751,0.7976186964929279,0.3608933023508526,0.0,0.0,-15.0,0.0,0.0,0.0
0.18008089065551758,1.5637438492983575,0.020203218455381866,1.467982323579406,0.4142466428921751,0.7976186964929279,0.3608933023508526,0.0,0.0,-15.0,0.0,0.0,0.0
0.19023966789245605,1.5637438492983575,0.020203218455381866,1.467982323579406,0.4142466428921751,0.7976186964929279,0.3608933023508526,0.0,0.0,-15.0,0.0,0.0,0.0
0.20018458366394043,1.5470754327524392,0.0741956243630419,1.492000490673373,0.37513080305862406,0.7798002201325697,0.37794823243715225,0.0,0.0,-15.0,0.0,0.0,0.0
0.21040558815002441,1.5470754327524392,0.0741956243630419,1.492000490673373,0.37513080305862406,0.7798002201325697,0.37794823243715225,0.0,0.0,-15.0,0.0,0.0,0.0
0.2203235626220703,1.5470754327524392,0.0741956243630419,1.492000490673373,0.37513080305862406,0.7798002201325697,0.37794823243715225,0.0,0.0,-15.0,0.0,0.0,0.0
0.23026585578918457,1.5470754327524392,0.0741956243630419,1.492000490673373,0.37513080305862406,0.7798002201325697,0.37794823243715225,0.0,0.0,-15.0,0.0,0.0,0.0
0.2403566837310791,1.559747166032827,0.048487669348737474,1.4573627674396215,0.3953705284649726,0.7960903412621759,0.3755416617097232,0.0,0.0,-15.0,0.0,0.0,0.0
0.250255823135376,1.559747166032827,0.048487669348737474,1.4573627674396215,0.3953705284649726,0.7960903412621759,0.3755416617097232,0.0,0.0,-15.0,0.0,0.0,0.0
0.26021623611450195,1.559747166032827,0.048487669348737474,1.4573627674396215,0.3953705284649726,0.7960903412621759,0.3755416617097232,0.0,0.0,-15.0,0.0,0.0,0.0
0.27019524574279785,1.56517284860783,0.06728614924158738,1.4336270427598294,0.38405781465150757,0.8083540003938596,0.37723048725240327,0.0,0.0,-15.0,0.0,0.0,0.0
0.28020548820495605,1.56517284860783,0.06728614924158738,1.4336270427598294,0.38405781465150757,0.8083540003938596,0.37723048725240327,0.0,0.0,-15.0,0.0,0.0,0.0
0.2901499271392822,1.56517284860783,0.06728614924158738,1.4336270427598294,0.38405781465150757,0.8083540003938596,0.37723048725240327,0.0,0.0,-15.0,0.0,0.0,0.0
0.3001391887664795,1.56517284860783,0.06728614924158738,1.4336270427598294,0.38405781465150757,0.8083540003938596,0.37723048725240327,0.0,0.0,-15.0,0.0,0.0,0.0
0.31015944480895996,0.8567815480368725,0.09774969572846941,0.9694937860987441,0.3675018807872368,0.3971292328953016,0.39313101353861934,0.0,0.0,-15.0,0.0,0.0,0.0
0.3203239440917969,0.8567815480368725,0.09774969572846941,0.9694937860987441,0.3675018807872368,0.3971292328953016,0.39313101353861934,0.0,0.0,-15.0,0.0,0.0,0.0
