time,qdot_0,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6
9.059906005859375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01021265983581543,0.00021726528728508734,-0.1,-0.00018776890270443287,-0.1,-8.30153192252974e-05,0.1,0.0011465512845376701
0.020169734954833984,0.00021726528728508734,-0.1,-0.00018776890270443287,-0.1,-8.30153192252974e-05,0.1,0.0011465512845376701
0.03021383285522461,0.0002389707831369049,-0.1,-0.00020652761556500844,-0.1,-9.130881465477039e-05,0.1,0.0012610954184000365
0.04017829895019531,0.0002389707831369049,-0.1,-0.00020652761556500844,-0.1,-9.130881465477039e-05,0.1,0.0012610954184000365
0.05028223991394043,0.00023970205782099786,-0.1,-0.0002065349916479594,-0.1,-9.10480191202267e-05,0.1,0.0012634602851541766
0.06020760536193848,0.00023970205782099786,-0.1,-0.0002065349916479594,-0.1,-9.10480191202267e-05,0.1,0.0012634602851541766
0.07030177116394043,0.00023967534443511559,-0.1,-0.00020651197453671626,-0.1,-9.103787235348349e-05,0.1,0.0012633194799293445
0.0802314281463623,0.00023895837569530586,-0.1,-0.00020652777952370426,-0.1,-9.131607799722754e-05,0.1,0.0012610443943839099
0.09022188186645508,0.00023895837569530586,-0.1,-0.00020652777952370426,-0.1,-9.131607799722754e-05,0.1,0.0012610443943839099
0.10020208358764648,0.00023831812901165239,-0.1,-0.0002059744248838528,-0.1,-9.107141272474295e-05,0.1,0.0012576656490727448
0.11047887802124023,0.00023883491933132924,-0.1,-0.00020602972965207624,-0.1,-9.092596934860751e-05,0.1,0.0012594573853476029
0.12019181251525879,0.00023883491933132924,-0.1,-0.00020602972965207624,-0.1,-9.092596934860751e-05,0.1,0.0012594573853476029
0.13027429580688477,0.00023932679339251775,-0.1,-0.00020645404231177134,-0.1,-9.111322892495513e-05,0.1,0.0012620512037924065
0.1402266025543213,0.00023932679339251775,-0.1,-0.00020645404231177134,-0.1,-9.111322892495513e-05,0.1,0.0012620512037924065
0.15026354789733887,0.00023893005972415278,-0.1,-0.00020675813654565827,-0.1,-9.152321625609354e-05,0.1,0.0012615082490660802
0.16019058227539062,0.00023893005972415278,-0.1,-0.00020675813654565827,-0.1,-9.152321625609354e-05,0.1,0.0012615082490660802
0.17014813423156738,0.0002386632460915188,-0.1,-0.00020652724935820238,-0.1,-9.142101211389466e-05,0.1,0.001260099520507942
0.18008089065551758,0.00023856384358351146,-0.1,-0.00020616153087013654,-0.1,-9.114029140132944e-05,0.1,0.001258915087578516
0.19023966789245605,0.00023856384358351146,-0.1,-0.00020616153087013654,-0.1,-9.114029140132944e-05,0.1,0.001258915087578516
0.20018458366394043,0.00023891178337025532,-0.1,-0.00020646221264155774,-0.1,-9.127321738490521e-05,0.1,0.0012607511857923989
0.21040558815002441,0.0002391807867405831,-0.1,-0.00020632400253937726,-0.1,-9.105163844797666e-05,0.1,0.0012612767706406062
0.2203235626220703,0.0002391807867405831,-0.1,-0.00020632400253937726,-0.1,-9.105163844797666e-05,0.1,0.0012612767706406062
0.23026585578918457,0.0002391807867405831,-0.1,-0.00020632400253937726,-0.1,-9.105163844797666e-05,0.1,0.0012612767706406062
0.2403566837310791,0.00023867844150365228,-0.1,-0.00020589066555879205,-0.1,-9.086040504034222e-05,0.1,0.0012586277435727674
0.250255823135376,0.00023911547686398857,-0.1,-0.00020604429500207028,-0.1,-9.083538252942465e-05,0.1,0.0012603940704721953
0.26021623611450195,0.00023911547686398857,-0.1,-0.00020604429500207028,-0.1,-9.083538252942465e-05,0.1,0.0012603940704721953
0.27019524574279785,0.00023877061121292876,-0.1,-0.00020574712645039404,-0.1,-9.070437468440299e-05,0.1,0.0012585762599841164
0.28020548820495605,0.00023831783408437266,-0.1,-0.00020555492589243186,-0.1,-9.070531072282927e-05,0.1,0.0012566729471780724
0.2901499271392822,0.00023831783408437266,-0.1,-0.00020555492589243186,-0.1,-9.070531072282927e-05,0.1,0.0012566729471780724
0.3001391887664795,0.00023831783408437266,-0.1,-0.00020555492589243186,-0.1,-9.070531072282927e-05,0.1,0.0012566729471780724
0.31015944480895996,0.0002286325393773941,-0.1,-0.00020200738836771378,-0.1,-9.404569534806501e-05,0.1,0.0012194275657670915
0.3203239440917969,0.0002286325393773941,-0.1,-0.00020200738836771378,-0.1,-9.404569534806501e-05,0.1,0.0012194275657670915
0.3302457332611084,0.0002286325393773941,-0.1,-0.00020200738836771378,-0.1,-9.404569534806501e-05,0.1,0.0012194275657670915
0.34014153480529785,0.0002286325393773941,-0.1,-0.00020200738836771378,-0.1,-9.404569534806501e-05,0.1,0.0012194275657670915
0.350095272064209,0.00023482464865867664,-0.1,-0.00019592956880653363,-0.1,-9.14434961149896e-05,0.1,0.0012292034328257304
0.36006879806518555,0.00023021462592882704,-0.1,-0.0001920831252121023,-0.1,-8.964829872836535e-05,0.1,0.0012050719977429833
0.3700695037841797,0.00023021462592882704,-0.1,-0.0001920831252121023,-0.1,-8.964829872836535e-05,0.1,0.0012050719977429833
0.38019442558288574,0.00022532603782658342,-0.1,-0.00019431494735691626,-0.1,-9.81512883364853e-05,0.1,0.001197837931630003
0.3902771472930908,0.00022532603782658342,-0.1,-0.00019431494735691626,-0.1,-9.81512883364853e-05,0.1,0.001197837931630003
