time,qdot_0,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6
6.9141387939453125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010146141052246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02060246467590332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03014373779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04007387161254883,0.00011865374891433729,-0.04010547975979539,-5.7997517826104086e-05,-0.1,-6.7475001910633485e-06,0.1,0.0005192350711805916
0.050099849700927734,0.0001186319780814019,-0.040098121124205424,-5.79868763227145e-05,-0.1,-6.746262145904765e-06,0.1,0.0005191398008659805
0.06013965606689453,0.0001186319780814019,-0.040098121124205424,-5.79868763227145e-05,-0.1,-6.746262145904765e-06,0.1,0.0005191398008659805
0.07020449638366699,0.00011858266598837496,-0.04009820152997862,-5.786321442255333e-05,-0.1,-6.6575071617468106e-06,0.1,0.0005186868751237445
0.0802004337310791,0.00011858266598837496,-0.04009820152997862,-5.786321442255333e-05,-0.1,-6.6575071617468106e-06,0.1,0.0005186868751237445
0.09023380279541016,0.00011925235667361878,-0.04032465445913007,-5.818999452480579e-05,-0.1,-6.695105157170551e-06,0.1,0.0005216161377266164
0.10019350051879883,0.00011925235667361878,-0.04032465445913007,-5.818999452480579e-05,-0.1,-6.695105157170551e-06,0.1,0.0005216161377266164
0.11020612716674805,0.0001190628646777973,-0.04032474687470564,-5.844073391316394e-05,-0.1,-6.981639510012682e-06,0.1,0.0005216030872965278
0.12154722213745117,0.00011944951219408513,-0.040455698395704516,-5.863051571186927e-05,-0.1,-7.004311848558109e-06,0.1,0.0005232969532952759
0.13022756576538086,0.00011944951219408513,-0.040455698395704516,-5.863051571186927e-05,-0.1,-7.004311848558109e-06,0.1,0.0005232969532952759
0.1401960849761963,0.00011952463261798942,-0.04045520617921577,-5.848681525555186e-05,-0.1,-6.853564679540726e-06,0.1,0.0005232009935138716
0.15020322799682617,0.00011952463261798942,-0.04045520617921577,-5.848681525555186e-05,-0.1,-6.853564679540726e-06,0.1,0.0005232009935138716
0.1602165699005127,0.00011886163146077675,-0.04023080182067804,-5.8162389860160366e-05,-0.1,-6.815548069792255e-06,0.1,0.0005202988062696474
0.1702132225036621,0.00011903473337474441,-0.040231436881264904,-5.815681781529908e-05,-0.1,-6.746714879704488e-06,0.1,0.0005208370204197344
0.18018317222595215,0.00011903473337474441,-0.040231436881264904,-5.815681781529908e-05,-0.1,-6.746714879704488e-06,0.1,0.0005208370204197344
0.19023847579956055,0.00011899173844861783,-0.04021690542806938,-5.813581177769279e-05,-0.1,-6.744277990070462e-06,0.1,0.0005206488959237822
0.2002251148223877,0.00011899173844861783,-0.04021690542806938,-5.813581177769279e-05,-0.1,-6.744277990070462e-06,0.1,0.0005206488959237822
0.2102210521697998,0.00011921388958824943,-0.040217067595975174,-5.7956403193574765e-05,-0.1,-6.507606371437942e-06,0.1,0.0005209348029673907
0.2202150821685791,0.00011921388958824943,-0.040217067595975174,-5.7956403193574765e-05,-0.1,-6.507606371437942e-06,0.1,0.0005209348029673907
0.23021507263183594,0.00011890318454721975,-0.040112250567685435,-5.780535245028983e-05,-0.1,-6.490645712645361e-06,0.1,0.0005195770998516815
0.24023842811584473,0.00011861750723543174,-0.04011137811116979,-5.787239952670194e-05,-0.1,-6.653821283875837e-06,0.1,0.0005188248853583816
0.250199556350708,0.00011861750723543174,-0.04011137811116979,-5.787239952670194e-05,-0.1,-6.653821283875837e-06,0.1,0.0005188248853583816
0.26019811630249023,0.00011555656558491429,-0.0390762982921643,-5.637899402311912e-05,-0.1,-6.482118478972925e-06,0.1,0.0005054365353758924
0.2702040672302246,0.00011496386779619107,-0.03906607971202449,-5.655409521834168e-05,-0.1,-7.19162075610507e-06,0.1,0.0005043517324796494
0.2802143096923828,0.00011496386779619107,-0.03906607971202449,-5.655409521834168e-05,-0.1,-7.19162075610507e-06,0.1,0.0005043517324796494
0.29021406173706055,0.00011496386779619107,-0.03906607971202449,-5.655409521834168e-05,-0.1,-7.19162075610507e-06,0.1,0.0005043517324796494
0.3002595901489258,0.00011032768540313674,-0.03749065019318095,-5.427342125066328e-05,-0.1,-6.901602107932178e-06,0.1,0.00048401258882649833
0.31020212173461914,0.00011089643045731854,-0.03717663722552249,-5.2997684551383766e-05,-0.1,-7.322009900713803e-06,0.1,0.0004866074497171434
0.32013750076293945,0.00011089643045731854,-0.03717663722552249,-5.2997684551383766e-05,-0.1,-7.322009900713803e-06,0.1,0.0004866074497171434
0.3300604820251465,0.00011089643045731854,-0.03717663722552249,-5.2997684551383766e-05,-0.1,-7.322009900713803e-06,0.1,0.0004866074497171434
0.3400571346282959,9.964816021020488e-05,-0.033812571295288585,-4.924769022208022e-05,-0.1,-9.682871516088261e-06,0.1,0.00044478016613422734
0.350048303604126,9.964816021020488e-05,-0.033812571295288585,-4.924769022208022e-05,-0.1,-9.682871516088261e-06,0.1,0.00044478016613422734
