time,v_c_0,v_c_1,v_c_2,v_c_3,v_c_4,v_c_5
6.9141387939453125e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.010146141052246094,0.0,0.0,0.0,0.0,0.0,0.0
0.02060246467590332,0.0,0.0,0.0,0.0,0.0,0.0
0.03014373779296875,0.0,0.0,0.0,0.0,0.0,0.0
0.04007387161254883,0.0,0.0,-0.058905582364776915,0.0,0.0,0.0
0.050099849700927734,0.0,0.0,-0.05889477424784543,0.0,0.0,0.0
0.06013965606689453,0.0,0.0,-0.05889477424784543,0.0,0.0,0.0
0.07020449638366699,0.0,0.0,-0.05889477424784543,0.0,0.0,0.0
0.0802004337310791,0.0,0.0,-0.05889477424784543,0.0,0.0,0.0
0.09023380279541016,0.0,0.0,-0.05922738004140371,0.0,0.0,0.0
0.10019350051879883,0.0,0.0,-0.05922738004140371,0.0,0.0,0.0
0.11020612716674805,0.0,0.0,-0.05922738004140371,0.0,0.0,0.0
0.12154722213745117,0.0,0.0,-0.059419716413044145,0.0,0.0,0.0
0.13022756576538086,0.0,0.0,-0.059419716413044145,0.0,0.0,0.0
0.1401960849761963,0.0,0.0,-0.059419716413044145,0.0,0.0,0.0
0.15020322799682617,0.0,0.0,-0.059419716413044145,0.0,0.0,0.0
0.1602165699005127,0.0,0.0,-0.0590901162303855,0.0,0.0,0.0
0.1702132225036621,0.0,0.0,-0.0590901162303855,0.0,0.0,0.0
0.18018317222595215,0.0,0.0,-0.0590901162303855,0.0,0.0,0.0
0.19023847579956055,0.0,0.0,-0.059068773088681324,0.0,0.0,0.0
0.2002251148223877,0.0,0.0,-0.059068773088681324,0.0,0.0,0.0
0.2102210521697998,0.0,0.0,-0.059068773088681324,0.0,0.0,0.0
0.2202150821685791,0.0,0.0,-0.059068773088681324,0.0,0.0,0.0
0.23021507263183594,0.0,0.0,-0.05891482319551467,0.0,0.0,0.0
0.24023842811584473,0.0,0.0,-0.05891482319551467,0.0,0.0,0.0
0.250199556350708,0.0,0.0,-0.05891482319551467,0.0,0.0,0.0
0.26019811630249023,0.0,0.0,-0.057394517800847304,0.0,0.0,0.0
0.2702040672302246,0.0,0.0,-0.057394517800847304,0.0,0.0,0.0
0.2802143096923828,0.0,0.0,-0.057394517800847304,0.0,0.0,0.0
0.29021406173706055,0.0,0.0,-0.057394517800847304,0.0,0.0,0.0
0.3002595901489258,0.0,0.0,-0.05507995185950423,0.0,0.0,0.0
0.31020212173461914,0.0,0.0,-0.05507995185950423,0.0,0.0,0.0
0.32013750076293945,0.0,0.0,-0.05507995185950423,0.0,0.0,0.0
0.3300604820251465,0.0,0.0,-0.05507995185950423,0.0,0.0,0.0
0.3400571346282959,0.0,0.0,-0.05052796954334343,0.0,0.0,0.0
0.350048303604126,0.0,0.0,-0.05052796954334343,0.0,0.0,0.0
0.36005353927612305,0.0,0.0,-0.05052796954334343,0.0,0.0,0.0
0.37004899978637695,0.0,0.0,-0.05052796954334343,0.0,0.0,0.0
0.3800487518310547,0.0,0.0,-0.05052796954334343,0.0,0.0,0.0
0.39005446434020996,0.0,0.0,-0.04925553160887307,0.0,0.0,0.0
0.4000551700592041,0.0,0.0,-0.04925553160887307,0.0,0.0,0.0
0.4100513458251953,0.0,0.0,-0.04925553160887307,0.0,0.0,0.0
0.42004919052124023,0.0,0.0,-0.04925553160887307,0.0,0.0,0.0
0.4300544261932373,0.0,0.0,-0.050197325387228375,0.0,0.0,0.0
0.4400620460510254,0.0,0.0,-0.050197325387228375,0.0,0.0,0.0
0.45006418228149414,0.0,0.0,-0.050197325387228375,0.0,0.0,0.0
0.46006131172180176,0.0,0.0,-0.050197325387228375,0.0,0.0,0.0
0.4700479507446289,0.0,0.0,-0.050197325387228375,0.0,0.0,0.0
0.48010849952697754,0.0,0.0,-0.04762242476386669,0.0,0.0,0.0
0.49010491371154785,0.0,0.0,-0.04762242476386669,0.0,0.0,0.0
0.50010085105896,0.0,0.0,-0.048257280986103906,0.0,0.0,0.0
0.5101053714752197,0.0,0.0,-0.048257280986103906,0.0,0.0,0.0
0.5200862884521484,0.0,0.0,-0.048257280986103906,0.0,0.0,0.0
0.5301263332366943,0.0,0.0,-0.048257280986103906,0.0,0.0,0.0
0.54007887840271,0.0,0.0,-0.04812340494794067,0.0,0.0,0.0
0.5500860214233398,0.0,0.0,-0.04812340494794067,0.0,0.0,0.0
0.5600919723510742,0.0,0.0,-0.04812340494794067,0.0,0.0,0.0
0.5700786113739014,0.0,0.0,-0.04812340494794067,0.0,0.0,0.0
0.5800929069519043,0.0,0.0,-0.04773663156601897,0.0,0.0,0.0
0.5900733470916748,0.0,0.0,-0.04773663156601897,0.0,0.0,0.0
0.600074291229248,0.0,0.0,-0.04773663156601897,0.0,0.0,0.0
0.6101078987121582,0.0,0.0,-0.04773663156601897,0.0,0.0,0.0
0.6200661659240723,0.0,0.0,-0.04773663156601897,0.0,0.0,0.0
0.6300537586212158,0.0,0.0,-0.04534193637670638,0.0,0.0,0.0
0.6400513648986816,0.0,0.0,-0.04534193637670638,0.0,0.0,0.0
0.6500539779663086,0.0,0.0,-0.04534193637670638,0.0,0.0,0.0
0.6600539684295654,0.0,0.0,-0.04534193637670638,0.0,0.0,0.0
0.6700518131256104,0.0,0.0,-0.04534193637670638,0.0,0.0,0.0
0.6800537109375,0.0,0.0,-0.04794220499697089,0.0,0.0,0.0
0.690065860748291,0.0,0.0,-0.04794220499697089,0.0,0.0,0.0
0.7000579833984375,0.0,0.0,-0.04794220499697089,0.0,0.0,0.0
0.710054874420166,0.0,0.0,-0.04794220499697089,0.0,0.0,0.0
0.7200546264648438,0.0,0.0,-0.04806835903179528,0.0,0.0,0.0
0.7300527095794678,0.0,0.0,-0.04806835903179528,0.0,0.0,0.0
0.7400548458099365,0.0,0.0,-0.04729670100244834,0.0,0.0,0.0
0.7500486373901367,0.0,0.0,-0.04729670100244834,0.0,0.0,0.0
0.7600538730621338,0.0,0.0,-0.04729670100244834,0.0,0.0,0.0
0.7700529098510742,0.0,0.0,-0.04729670100244834,0.0,0.0,0.0
0.7800502777099609,0.0,0.0,-0.04773360441300399,0.0,0.0,0.0
0.7900505065917969,0.0,0.0,-0.04773360441300399,0.0,0.0,0.0
0.8000459671020508,0.0,0.0,-0.04773360441300399,0.0,0.0,0.0
0.8100545406341553,0.0,0.0,-0.04773360441300399,0.0,0.0,0.0
0.8200581073760986,0.0,0.0,-0.04857697041092269,0.0,0.0,0.0
0.8300774097442627,0.0,0.0,-0.04857697041092269,0.0,0.0,0.0
0.8400638103485107,0.0,0.0,-0.04857697041092269,0.0,0.0,0.0
0.8500497341156006,0.0,0.0,-0.04857697041092269,0.0,0.0,0.0
0.8600521087646484,0.0,0.0,-0.046552311789300554,0.0,0.0,0.0
0.8700480461120605,0.0,0.0,-0.046552311789300554,0.0,0.0,0.0
0.8800516128540039,0.0,0.0,-0.046552311789300554,0.0,0.0,0.0
0.8900518417358398,0.0,0.0,-0.046552311789300554,0.0,0.0,0.0
0.900052547454834,0.0,0.0,-0.046552311789300554,0.0,0.0,0.0
0.910050630569458,0.0,0.0,-0.04519332651843687,0.0,0.0,0.0
0.9200501441955566,0.0,0.0,-0.04519332651843687,0.0,0.0,0.0
0.9300498962402344,0.0,0.0,-0.04519332651843687,0.0,0.0,0.0
0.9400548934936523,0.0,0.0,-0.04519332651843687,0.0,0.0,0.0
0.9500529766082764,0.0,0.0,-0.048368724369532545,0.0,0.0,0.0
0.9600512981414795,0.0,0.0,-0.048368724369532545,0.0,0.0,0.0
0.9700767993927002,0.0,0.0,-0.048368724369532545,0.0,0.0,0.0
0.9800724983215332,0.0,0.0,-0.048368724369532545,0.0,0.0,0.0
0.9901156425476074,0.0,0.0,-0.048368724369532545,0.0,0.0,0.0
1.000128984451294,0.0,0.0,-0.047354208374260784,0.0,0.0,0.0
1.0101613998413086,0.0,0.0,-0.04658063948706971,0.0,0.0,0.0
1.0201094150543213,0.0,0.0,-0.04658063948706971,0.0,0.0,0.0
