time,v_c_0,v_c_1,v_c_2,v_c_3,v_c_4,v_c_5
1.1920928955078125e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.010149955749511719,0.0,0.0,0.0,0.0,0.0,0.0
0.020148754119873047,0.0,0.0,0.0,0.0,0.0,0.0
0.030286073684692383,0.0,0.0,-0.07510755897566938,0.0,0.0,0.0
0.040291547775268555,0.0,0.0,-0.07510755897566938,0.0,0.0,0.0
0.0502781867980957,0.0,0.0,-0.07510755897566938,0.0,0.0,0.0
0.060240983963012695,0.0,0.0,-0.07513387197816845,0.0,0.0,0.0
0.07028460502624512,0.0,0.0,-0.07513387197816845,0.0,0.0,0.0
0.08025693893432617,0.0,0.0,-0.07513387197816845,0.0,0.0,0.0
0.09029507637023926,0.0,0.0,-0.07513387197816845,0.0,0.0,0.0
0.1003565788269043,0.0,0.0,-0.07524163721423568,0.0,0.0,0.0
0.11031222343444824,0.0,0.0,-0.07524163721423568,0.0,0.0,0.0
0.12023806571960449,0.0,0.0,-0.07524163721423568,0.0,0.0,0.0
0.13023591041564941,0.0,0.0,-0.07547368018865501,0.0,0.0,0.0
0.1402883529663086,0.0,0.0,-0.07547368018865501,0.0,0.0,0.0
0.1501939296722412,0.0,0.0,-0.07547368018865501,0.0,0.0,0.0
0.16068720817565918,0.0,0.0,-0.07547368018865501,0.0,0.0,0.0
0.17028212547302246,0.0,0.0,-0.07521290487461865,0.0,0.0,0.0
0.1801896095275879,0.0,0.0,-0.07521290487461865,0.0,0.0,0.0
0.19021248817443848,0.0,0.0,-0.07521290487461865,0.0,0.0,0.0
0.20018863677978516,0.0,0.0,-0.07571485464288477,0.0,0.0,0.0
0.21019887924194336,0.0,0.0,-0.07571485464288477,0.0,0.0,0.0
0.22016286849975586,0.0,0.0,-0.07571485464288477,0.0,0.0,0.0
0.23017096519470215,0.0,0.0,-0.07535610553041455,0.0,0.0,0.0
0.2401735782623291,0.0,0.0,-0.07535610553041455,0.0,0.0,0.0
0.25015759468078613,0.0,0.0,-0.07535610553041455,0.0,0.0,0.0
0.26015543937683105,0.0,0.0,-0.07535610553041455,0.0,0.0,0.0
0.2701694965362549,0.0,0.0,-0.07533567120661601,0.0,0.0,0.0
0.28020668029785156,0.0,0.0,-0.07533567120661601,0.0,0.0,0.0
0.2902231216430664,0.0,0.0,-0.07533567120661601,0.0,0.0,0.0
0.3002157211303711,0.0,0.0,-0.07533567120661601,0.0,0.0,0.0
0.3101930618286133,0.0,0.0,-0.0746095400914232,0.0,0.0,0.0
0.32025742530822754,0.0,0.0,-0.0746095400914232,0.0,0.0,0.0
0.3303537368774414,0.0,0.0,-0.0746095400914232,0.0,0.0,0.0
0.34061408042907715,0.0,0.0,-0.0746095400914232,0.0,0.0,0.0
0.35036134719848633,0.0,0.0,-0.0746095400914232,0.0,0.0,0.0
0.3604166507720947,0.0,0.0,-0.07150511855813876,0.0,0.0,0.0
0.37587428092956543,0.0,0.0,-0.07150511855813876,0.0,0.0,0.0
0.38387179374694824,0.0,0.0,-0.07150511855813876,0.0,0.0,0.0
0.3902115821838379,0.0,0.0,-0.07150511855813876,0.0,0.0,0.0
0.4038538932800293,0.0,0.0,-0.06621852209894788,0.0,0.0,0.0
0.410172700881958,0.0,0.0,-0.06621852209894788,0.0,0.0,0.0
0.42021942138671875,0.0,0.0,-0.06621852209894788,0.0,0.0,0.0
0.4300987720489502,0.0,0.0,-0.06621852209894788,0.0,0.0,0.0
0.4400811195373535,0.0,0.0,-0.06621852209894788,0.0,0.0,0.0
0.4500579833984375,0.0,0.0,-0.06258146970376341,0.0,0.0,0.0
0.4600522518157959,0.0,0.0,-0.06258146970376341,0.0,0.0,0.0
0.4709763526916504,0.0,0.0,-0.06258146970376341,0.0,0.0,0.0
0.48006153106689453,0.0,0.0,-0.06258146970376341,0.0,0.0,0.0
0.49011850357055664,0.0,0.0,-0.061038886932784746,0.0,0.0,0.0
0.5000696182250977,0.0,0.0,-0.061038886932784746,0.0,0.0,0.0
0.5100710391998291,0.0,0.0,-0.05945181677856518,0.0,0.0,0.0
0.520054817199707,0.0,0.0,-0.05945181677856518,0.0,0.0,0.0
