time,lambda_meas_0,lambda_meas_1,lambda_meas_2,lambda_meas_3,lambda_meas_4,lambda_meas_5,lambda_star_0,lambda_star_1,lambda_star_2,lambda_star_3,lambda_star_4,lambda_star_5
1.1920928955078125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
0.010149955749511719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
0.020148754119873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
0.030286073684692383,1.4232114899165118,0.4008293919975684,1.5107558975669384,0.12482566295899584,0.7141566428144045,0.4444950553720638,0.0,0.0,-6.0,0.0,0.0,0.0
0.040291547775268555,1.4232114899165118,0.4008293919975684,1.5107558975669384,0.12482566295899584,0.7141566428144045,0.4444950553720638,0.0,0.0,-6.0,0.0,0.0,0.0
0.0502781867980957,1.4232114899165118,0.4008293919975684,1.5107558975669384,0.12482566295899584,0.7141566428144045,0.4444950553720638,0.0,0.0,-6.0,0.0,0.0,0.0
0.060240983963012695,1.4233332428625105,0.36820950521093493,1.5133871978168454,0.14372407236171772,0.7135461986176657,0.4350844225866152,0.0,0.0,-6.0,0.0,0.0,0.0
0.07028460502624512,1.4233332428625105,0.36820950521093493,1.5133871978168454,0.14372407236171772,0.7135461986176657,0.4350844225866152,0.0,0.0,-6.0,0.0,0.0,0.0
0.08025693893432617,1.4233332428625105,0.36820950521093493,1.5133871978168454,0.14372407236171772,0.7135461986176657,0.4350844225866152,0.0,0.0,-6.0,0.0,0.0,0.0
0.09029507637023926,1.4233332428625105,0.36820950521093493,1.5133871978168454,0.14372407236171772,0.7135461986176657,0.4350844225866152,0.0,0.0,-6.0,0.0,0.0,0.0
0.1003565788269043,1.3584635338780617,0.3740245269315535,1.5241637214235686,0.1424758624280111,0.6659705328525567,0.43868005080474015,0.0,0.0,-6.0,0.0,0.0,0.0
0.11031222343444824,1.3584635338780617,0.3740245269315535,1.5241637214235686,0.1424758624280111,0.6659705328525567,0.43868005080474015,0.0,0.0,-6.0,0.0,0.0,0.0
0.12023806571960449,1.3584635338780617,0.3740245269315535,1.5241637214235686,0.1424758624280111,0.6659705328525567,0.43868005080474015,0.0,0.0,-6.0,0.0,0.0,0.0
0.13023591041564941,1.3944233329913711,0.39062106904376925,1.5473680188655006,0.13315461953108845,0.6841788022612624,0.4459457496373928,0.0,0.0,-6.0,0.0,0.0,0.0
0.1402883529663086,1.3944233329913711,0.39062106904376925,1.5473680188655006,0.13315461953108845,0.6841788022612624,0.4459457496373928,0.0,0.0,-6.0,0.0,0.0,0.0
0.1501939296722412,1.3944233329913711,0.39062106904376925,1.5473680188655006,0.13315461953108845,0.6841788022612624,0.4459457496373928,0.0,0.0,-6.0,0.0,0.0,0.0
0.16068720817565918,1.3944233329913711,0.39062106904376925,1.5473680188655006,0.13315461953108845,0.6841788022612624,0.4459457496373928,0.0,0.0,-6.0,0.0,0.0,0.0
0.17028212547302246,1.4285387533354479,0.39648119596441694,1.5212904874618656,0.1245940144351718,0.7151448185315457,0.44771965851040396,0.0,0.0,-6.0,0.0,0.0,0.0
0.1801896095275879,1.4285387533354479,0.39648119596441694,1.5212904874618656,0.1245940144351718,0.7151448185315457,0.44771965851040396,0.0,0.0,-6.0,0.0,0.0,0.0
0.19021248817443848,1.4285387533354479,0.39648119596441694,1.5212904874618656,0.1245940144351718,0.7151448185315457,0.44771965851040396,0.0,0.0,-6.0,0.0,0.0,0.0
0.20018863677978516,1.419573880264292,0.408741097991681,1.5714854642884775,0.11904964638501107,0.6951899751434399,0.43186048287012496,0.0,0.0,-6.0,0.0,0.0,0.0
0.21019887924194336,1.419573880264292,0.408741097991681,1.5714854642884775,0.11904964638501107,0.6951899751434399,0.43186048287012496,0.0,0.0,-6.0,0.0,0.0,0.0
0.22016286849975586,1.419573880264292,0.408741097991681,1.5714854642884775,0.11904964638501107,0.6951899751434399,0.43186048287012496,0.0,0.0,-6.0,0.0,0.0,0.0
0.23017096519470215,1.4315794772931059,0.4024925121312679,1.5356105530414543,0.12490129937913223,0.7131363757598076,0.4302117706558709,0.0,0.0,-6.0,0.0,0.0,0.0
0.2401735782623291,1.4315794772931059,0.4024925121312679,1.5356105530414543,0.12490129937913223,0.7131363757598076,0.4302117706558709,0.0,0.0,-6.0,0.0,0.0,0.0
0.25015759468078613,1.4315794772931059,0.4024925121312679,1.5356105530414543,0.12490129937913223,0.7131363757598076,0.4302117706558709,0.0,0.0,-6.0,0.0,0.0,0.0
0.26015543937683105,1.4315794772931059,0.4024925121312679,1.5356105530414543,0.12490129937913223,0.7131363757598076,0.4302117706558709,0.0,0.0,-6.0,0.0,0.0,0.0
0.2701694965362549,1.4168025483256763,0.39538669278301014,1.5335671206616013,0.12637110790259157,0.7037671223171501,0.4313347727755863,0.0,0.0,-6.0,0.0,0.0,0.0
0.28020668029785156,1.4168025483256763,0.39538669278301014,1.5335671206616013,0.12637110790259157,0.7037671223171501,0.4313347727755863,0.0,0.0,-6.0,0.0,0.0,0.0
0.2902231216430664,1.4168025483256763,0.39538669278301014,1.5335671206616013,0.12637110790259157,0.7037671223171501,0.4313347727755863,0.0,0.0,-6.0,0.0,0.0,0.0
0.3002157211303711,1.4168025483256763,0.39538669278301014,1.5335671206616013,0.12637110790259157,0.7037671223171501,0.4313347727755863,0.0,0.0,-6.0,0.0,0.0,0.0
0.3101930618286133,2.155007699736864,0.4013022927763491,1.4609540091423205,0.12217051823563212,1.2291387502127122,0.43348198344696687,0.0,0.0,-6.0,0.0,0.0,0.0
0.32025742530822754,2.155007699736864,0.4013022927763491,1.4609540091423205,0.12217051823563212,1.2291387502127122,0.43348198344696687,0.0,0.0,-6.0,0.0,0.0,0.0
0.3303537368774414,2.155007699736864,0.4013022927763491,1.4609540091423205,0.12217051823563212,1.2291387502127122,0.43348198344696687,0.0,0.0,-6.0,0.0,0.0,0.0
0.34061408042907715,2.155007699736864,0.4013022927763491,1.4609540091423205,0.12217051823563212,1.2291387502127122,0.43348198344696687,0.0,0.0,-6.0,0.0,0.0,0.0
0.35036134719848633,2.155007699736864,0.4013022927763491,1.4609540091423205,0.12217051823563212,1.2291387502127122,0.43348198344696687,0.0,0.0,-6.0,0.0,0.0,0.0
0.3604166507720947,0.6262346502314299,0.4392872438125674,1.1505118558138767,0.10253868256498083,0.17123917082138043,0.4481418777241793,0.0,0.0,-6.0,0.0,0.0,0.0
0.37587428092956543,0.6262346502314299,0.4392872438125674,1.1505118558138767,0.10253868256498083,0.17123917082138043,0.4481418777241793,0.0,0.0,-6.0,0.0,0.0,0.0
0.38387179374694824,0.6262346502314299,0.4392872438125674,1.1505118558138767,0.10253868256498083,0.17123917082138043,0.4481418777241793,0.0,0.0,-6.0,0.0,0.0,0.0
0.3902115821838379,0.6262346502314299,0.4392872438125674,1.1505118558138767,0.10253868256498083,0.17123917082138043,0.4481418777241793,0.0,0.0,-6.0,0.0,0.0,0.0
0.4038538932800293,1.0326853384031782,0.5073750271663249,0.6218522098947876,0.06010374447074071,0.49464929253791606,0.4610520075818757,0.0,0.0,-6.0,0.0,0.0,0.0
0.410172700881958,1.0326853384031782,0.5073750271663249,0.6218522098947876,0.06010374447074071,0.49464929253791606,0.4610520075818757,0.0,0.0,-6.0,0.0,0.0,0.0
0.42021942138671875,1.0326853384031782,0.5073750271663249,0.6218522098947876,0.06010374447074071,0.49464929253791606,0.4610520075818757,0.0,0.0,-6.0,0.0,0.0,0.0
0.4300987720489502,1.0326853384031782,0.5073750271663249,0.6218522098947876,0.06010374447074071,0.49464929253791606,0.4610520075818757,0.0,0.0,-6.0,0.0,0.0,0.0
0.4400811195373535,1.0326853384031782,0.5073750271663249,0.6218522098947876,0.06010374447074071,0.49464929253791606,0.4610520075818757,0.0,0.0,-6.0,0.0,0.0,0.0
0.4500579833984375,0.5316295610928757,0.4627031912771066,0.2581469703763404,0.10115656197136533,0.1341837259639327,0.45653663543091777,0.0,0.0,-6.0,0.0,0.0,0.0
0.4600522518157959,0.5316295610928757,0.4627031912771066,0.2581469703763404,0.10115656197136533,0.1341837259639327,0.45653663543091777,0.0,0.0,-6.0,0.0,0.0,0.0
0.4709763526916504,0.5316295610928757,0.4627031912771066,0.2581469703763404,0.10115656197136533,0.1341837259639327,0.45653663543091777,0.0,0.0,-6.0,0.0,0.0,0.0
0.48006153106689453,0.5316295610928757,0.4627031912771066,0.2581469703763404,0.10115656197136533,0.1341837259639327,0.45653663543091777,0.0,0.0,-6.0,0.0,0.0,0.0
0.49011850357055664,-0.4940401522116976,0.5317821159713109,0.10388869327847411,0.05642529869757421,-0.5589082415202624,0.46210991691153797,0.0,0.0,-6.0,0.0,0.0,0.0
0.5000696182250977,-0.4940401522116976,0.5317821159713109,0.10388869327847411,0.05642529869757421,-0.5589082415202624,0.46210991691153797,0.0,0.0,-6.0,0.0,0.0,0.0
0.5100710391998291,-0.02785486761645304,0.5207205473758207,-0.05481832214348187,0.068630159630905,-0.2019359485051886,0.4535638164982795,0.0,0.0,-6.0,0.0,0.0,0.0
0.520054817199707,-0.02785486761645304,0.5207205473758207,-0.05481832214348187,0.068630159630905,-0.2019359485051886,0.4535638164982795,0.0,0.0,-6.0,0.0,0.0,0.0
0.5300848484039307,-0.02785486761645304,0.5207205473758207,-0.05481832214348187,0.068630159630905,-0.2019359485051886,0.4535638164982795,0.0,0.0,-6.0,0.0,0.0,0.0
0.540053129196167,-0.02785486761645304,0.5207205473758207,-0.05481832214348187,0.068630159630905,-0.2019359485051886,0.4535638164982795,0.0,0.0,-6.0,0.0,0.0,0.0
0.5500426292419434,-0.009060222057526433,0.48005087783849915,-0.057334613641061474,0.09617981647031956,-0.18922027766645935,0.43657582645545767,0.0,0.0,-6.0,0.0,0.0,0.0
0.560070276260376,-0.009060222057526433,0.48005087783849915,-0.057334613641061474,0.09617981647031956,-0.18922027766645935,0.43657582645545767,0.0,0.0,-6.0,0.0,0.0,0.0
0.5700867176055908,-0.009060222057526433,0.48005087783849915,-0.057334613641061474,0.09617981647031956,-0.18922027766645935,0.43657582645545767,0.0,0.0,-6.0,0.0,0.0,0.0
0.5800590515136719,-0.009060222057526433,0.48005087783849915,-0.057334613641061474,0.09617981647031956,-0.18922027766645935,0.43657582645545767,0.0,0.0,-6.0,0.0,0.0,0.0
0.590069055557251,-0.009060222057526433,0.48005087783849915,-0.057334613641061474,0.09617981647031956,-0.18922027766645935,0.43657582645545767,0.0,0.0,-6.0,0.0,0.0,0.0
0.6000440120697021,-0.08203035500652295,0.477266448744077,-0.13436947377202813,0.08974340153408927,-0.21964314210800273,0.44794144531722324,0.0,0.0,-6.0,0.0,0.0,0.0
0.6100404262542725,-0.08203035500652295,0.477266448744077,-0.13436947377202813,0.08974340153408927,-0.21964314210800273,0.44794144531722324,0.0,0.0,-6.0,0.0,0.0,0.0
0.6200392246246338,-0.08203035500652295,0.477266448744077,-0.13436947377202813,0.08974340153408927,-0.21964314210800273,0.44794144531722324,0.0,0.0,-6.0,0.0,0.0,0.0
0.6300408840179443,-0.08203035500652295,0.477266448744077,-0.13436947377202813,0.08974340153408927,-0.21964314210800273,0.44794144531722324,0.0,0.0,-6.0,0.0,0.0,0.0
0.6400411128997803,-0.08203035500652295,0.477266448744077,-0.13436947377202813,0.08974340153408927,-0.21964314210800273,0.44794144531722324,0.0,0.0,-6.0,0.0,0.0,0.0
